id,code,name,pub_date,start_date,end_date,traced_index_name,traced_index_code
692432,159160.XSHE,电池ETF东财,2026-03-04,2026-03-09,,CS电池(931719),931719.CSI
693999,520790.XSHG,港互联网,2026-02-02,2026-03-02,,港股通互联网(931637),931637.CSI
694004,159190.XSHE,创业板新能源ETF天弘,2026-03-04,2026-03-09,,创新能源(399266),399266.XSHE
697146,589250.XSHG,芯设计PY,2026-02-10,2026-03-02,,科创芯片设计(950162),
697152,512450.XSHG,广发养殖,2026-03-04,2026-03-09,,畜牧养殖(931946),
697155,159187.XSHE,创业板新能源ETF景顺,2026-03-02,2026-03-12,,创新能源(399266),399266.XSHE
701874,159177.XSHE,工程机械ETF鹏华,2026-02-25,2026-03-02,,工程机械主题(931752),931752.CSI
701881,159197.XSHE,石油ETF招商,2026-03-06,2026-03-09,,国证油气(399439),399439.XSHE
701883,159173.XSHE,农牧ETF南方,2026-02-27,2026-03-09,,农牧渔(930910),930910.CSI
701886,589260.XSHG,科创芯设,2026-03-06,2026-03-10,,科创芯片设计(950162),
701887,159195.XSHE,石油ETF华安,2026-03-06,2026-03-11,,国证油气(399439),399439.XSHE
701888,159196.XSHE,港股通信息技术ETF易方达,2026-03-09,2026-03-12,,港股通信息C(930967),
703456,159179.XSHE,港股通互联网ETF工银,2026-02-13,2026-03-02,,港股通互联网(931637),931637.CSI
703463,159180.XSHE,软件ETF银华,2026-02-27,2026-03-09,,工业软件(980034),
703469,516370.XSHG,全指电力,2026-03-04,2026-03-11,,电力指数(H30199),H30199.CSI
703473,159176.XSHE,家电ETF华宝,2026-02-26,2026-03-16,,家用电器(930697),930697.CSI
703474,159198.XSHE,港股通信息技术ETF富国,2026-03-09,2026-03-16,,港股通信息C(930967),
708233,159199.XSHE,石油ETF平安,2026-03-11,2026-03-16,,国证油气(399439),399439.XSHE
714580,159188.XSHE,红利100ETF景顺,2026-02-27,2026-03-16,,标普中国A股红利100(SPCADMCP),
714583,526000.XSHG,港股信息,2026-03-13,2026-03-16,,港股通信息C(930967),
717757,159009.XSHE,创业板新能源ETF易方达,2026-03-10,2026-03-13,,创新能源(399266),399266.XSHE
725707,159007.XSHE,养殖ETF华泰柏瑞,2026-03-07,2026-03-13,,畜牧养殖(931946),
725714,560410.XSHG,电池鹏华,2026-03-03,2026-03-19,,CS电池(931719),931719.CSI
725715,526010.XSHG,香港医疗,2026-03-20,2026-03-25,,港股通医疗主题(932069),
727308,159186.XSHE,港股通汽车ETF鹏华,2026-03-16,2026-03-23,,港股通汽车主题(HSSCAM),
735280,159019.XSHE,石油ETF华宝,2026-03-19,2026-03-25,,国证油气(399439),399439.XSHE
736873,515640.XSHG,家电指数,2026-03-18,2026-03-23,,家用电器(930697),930697.CSI
736874,159185.XSHE,港股通信息技术ETF鹏华,2026-03-13,2026-03-23,,港股通信息C(930967),
736878,159026.XSHE,石油ETF南方,2026-03-25,2026-03-30,,国证油气(399439),399439.XSHE
736879,159022.XSHE,科创创业人工智能ETF富国,2026-03-25,2026-03-30,,科创创业AI(932456),
738477,159020.XSHE,养殖ETF易方达,2026-03-23,2026-03-26,,畜牧养殖(931946),
738480,159018.XSHE,石油ETF广发,2026-03-25,2026-03-30,,国证油气(399439),399439.XSHE
740071,589270.XSHG,科创100Q,2026-03-12,2026-03-16,,科创100(000698),000698.XSHG
740083,159008.XSHE,证券ETF景顺,2026-03-16,2026-04-01,,证券公司(399975),399975.XSHE
740084,159013.XSHE,工业互联网ETF大成,2026-03-27,2026-04-01,,工业互联(931495),931495.CSI
740085,159178.XSHE,消费电子ETF汇添富,2026-03-25,2026-04-08,,消费电子(980030),
746505,512430.XSHG,家电家居,2026-03-28,2026-04-07,,家居家电(931241),
